findings-jewelry-components-and-parts-3/charms-15/religous-charms-and-pendants-151/paf31039-14k-gold-13mm-ohm-18pcs-diamond008cts-2220?sort=p.date_added&order=ASC&limit=100&gp_product_id=2220,2220
pae33268-18k-gold-9mm-cap-22pcs-diamond013cts-2275?gp_product_id=2275,2275
9mm-Diamond-Cap-with-Jump-Ring-for-Tassel?gp_product_id=2279,2279
pae33272-18k-gold-9mm-cap-13pcs-diamond006cts-2279?gp_product_id=2279,2279
Block-Letter-F-Initial-14K-Gold-and-Pave-Diamond-Charm?gp_product_id=2309,2309
Block-Letter-N-Initial-14K-Gold-and-Pave-Diamond-Charm?gp_product_id=2317,2317
Block-Letter-O-Initial-14K-Gold-and-Pave-Diamond-Charm?gp_product_id=2318,2318
Block-Letter-U-Initial-14K-Gold-and-Pave-Diamond-Charm?gp_product_id=2324,2324
Block-Letter-V-Initial-14K-Gold-and-Pave-Diamond-Charm?gp_product_id=2325,2325
charms-15/charms-15/letters-numbers-and-initial-charms-150/paf41974-14k-gold-8mm-v-initial-13pcs-diamond005cts-2358?sort=p.price&order=ASC&limit=25&gp_product_id=2358,2358
findings-jewelry-components-and-parts-3/charms-15/religous-charms-and-pendants-151/29397-19x14mm-sterling-silver-and-cz-cross-5771?sort=p.date_added&order=ASC&limit=100&gp_product_id=5771,5771
Sterling-Silver-Smooth-Pearl-Cap-with-CZ-Accent?gp_product_id=5775,5775
2mm-Sterling-Silver-and-CZ-Screw-Eye?gp_product_id=5778,5778
Sterling-Silver-and-Cubic-Zirconia-Multi-Strand-Divider-47835?gp_product_id=5852,5852
Sterling-Silver-and-Cubic-Zirconia-Multi-Strand-Divider-47835?gp_product_id=5855,5855
Sterling-Silver-and-Cubic-Zirconia-Multi-Strand-Divider-47837?gp_product_id=5886,5886
Sterling-Silver-20mm-Round-Ring-Clasp?gp_product_id=5920,5920
clasps-sterling-silver-gold-filled-and-more-16/one-touch-clasps-173/29843-sterling-silver-15x10mm-one-touch-cubic-zirconia-clasp-5966?sort=rating&order=ASC&limit=100&gp_product_id=5966,5966
clasps-sterling-silver-gold-filled-and-more-16/one-touch-clasps-173/29844-sterling-silver-15x10mm-one-touch-cubic-zirconia-clasp-5967?sort=rating&order=ASC&limit=100&gp_product_id=5967,5967
clasps-sterling-silver-gold-filled-and-more-16/one-touch-clasps-173/29845-sterling-silver-15x10mm-side-trigger-one-touch-clasp-5968?sort=rating&order=ASC&limit=100&gp_product_id=5968,5968
clasps-sterling-silver-gold-filled-and-more-16/one-touch-clasps-173/29847-sterling-silver-15x10mm-side-trigger-one-touch-clasp-5970?sort=rating&order=ASC&limit=100&gp_product_id=5970,5970
clasps-sterling-silver-gold-filled-and-more-16/one-touch-clasps-173/29850-sterling-silver-11x8mm-one-touch-clasp-5973?sort=rating&order=ASC&limit=100&gp_product_id=5973,5973
clasps-sterling-silver-gold-filled-and-more-16/one-touch-clasps-173/29859-sterling-silver-19x15mm-one-touch-corrugated-clasp-5982?sort=rating&order=ASC&limit=100&gp_product_id=5982,5982
clasps-sterling-silver-gold-filled-and-more-16/one-touch-clasps-173/33105-sterling-silver-12x8mm-one-touch-clasp-6029?sort=rating&order=ASC&limit=100&gp_product_id=6029,6029
13mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9238,9238
15mm-Oval-Link-Cable-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-and-14K-Gold,9240
14mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9242,9242
18mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9243,9243
11mm-Oval-Link-Cable-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-14K-and-18K-Gold,9248
14mm-Belcher-Rolo-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-14K-and-18K-Gold,9250
3x5mm-Oval-Rolo-Chain-by-Foot?gp_product_id=9251&PageSpeed=noscript,9251
19mm-Thin-Twisted-Long-and-Short-Chain-by-Foot-Available-in-14K-and-18K-Gold,9253
14K-Gold-Ready-to-Wear-Ball-Chain-with-Lobster-Clasp,9258
Ready-to-Wear-Ball-Chain-with-Lobster-Clasp?gp_product_id=9258,9258
13mm-Ready-to-Wear-Thin-Oval-Link-Cable-Chain-with-Clasp?gp_product_id=9271,9271
Ready-to-Wear-15mm-Oval-Link-Cable-Chain-with-Lobster-Clasp-Available-in-14K-Gold,9274
15mm-Ready-to-Wear-Oval-Link-Cable-Chain-with-Clasp?gp_product_id=9275,9275
14mm-Ready-to-Wear-Oval-Link-Cable-Chain-with-Clasp?gp_product_id=9278?v=31,9278
14mm-Ready-to-Wear-Oval-Link-Cable-Chain-with-Clasp?gp_product_id=9278?v=33,9278
10mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9295?v=33,9295
10mm-Oval-Link-Cable-Chain-by-Foot,9295
20mm-Elongated-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9303,9303
19mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9306?v=20&PageSpeed=noscript,9306
19mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9306?v=31,9306
18mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9310,9310
18mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9310?v=31,9310
chains-14/18k-gold-chains-186/chains-14/link-chains-by-foot-129/14k-gold-chains-187/35133-14ky-yellow-gold-chain-32mm-open-cable-chain-9312?sort=p.date_added&order=ASC&limit=100&gp_product_id=9312,9312
20mm-Belcher-Rolo-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-and-14K-Gold,9315
20mm-Belcher-Rolo-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-and-14K-Gold?gp_product_id=9315,9315
Belcher-Rolo-Chain-by-Foot?gp_product_id=9315,9315
Curb-Link-Chain-Available-in-Sterling-Silver-Gold-Filled-14K-and-18K-Gold,9318
chains-14/18k-gold-chains-186/chains-14/link-chains-by-foot-129/14k-gold-chains-187/15763-14ky-yellow-gold-chain-17mm-krinkle-chain-9322?sort=p.date_added&order=ASC&limit=100&gp_product_id=9322,9322
Belcher-Rolo-Chain-by-Foot?gp_product_id=9326,9326
10mm-Flat-Curb-Satellite-Chain-with-19mm-Ball?gp_product_id=9328,9328
Thin-Round-Cable-Chain-Available-in-Sterling-Silver-Gold-Filled-and-14K-Gold,9332
31-Long-Oval-and-Short-Round-Link-Cable-Chain-Available-in-Sterling-Silver-and-Gold-Filled,9333
31-Thin-Twisted-Long-Oval-and-Short-Round-Link-Chain-by-Foot-Available-in-14K-Gold,9335
Box-Chain-by-Foot-Available-in-Sterling-Silver-and-Gold-Filled,9403
13mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9404,9404
15mm-Oval-Link-Cable-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-14K-and-18K-Gold?gp_product_id=9407,9407
15mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9407?v=33,9407
21mm-Oval-Link-Cable-Chain-by-Foot-44957?gp_product_id=9413?v=20,9413
21mm-Open-Curb-Chain-by-Foot-Available-in-Sterling-Silver-and-Gold-Filled?gp_product_id=9414,9414
21mm-Oval-Link-Cable-Chain-by-Foot-47077?gp_product_id=9423?v=31,9423
Hammered-Oval-Link-Cable-Chain-by-Foot-Available-in-Sterling-Silver-and-Gold-Filled,9430
Belcher-Rolo-Chain-by-Foot?gp_product_id=9440,9440
chains-14/sterling-silver-chains-188/chains-14/link-chains-by-foot-129/gold-filled-chains-189/13509-gf-chain-gold-filled-78mm-oval-cable-chain-9457?sort=pd.name&order=DESC&limit=100&gp_product_id=9457,9457
Curb-Link-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-14K-and-18K-Gold?gp_product_id=9459,9459
Belcher-Rolo-Chain-by-Foot?gp_product_id=9474&PageSpeed=noscript,9474
chains-14/sterling-silver-chains-188/chains-14/link-chains-by-foot-129/gold-filled-chains-189/16871-gf-chain-gold-filled-51mm-ladder-chain-9483?sort=pd.name&order=DESC&limit=100&gp_product_id=9483,9483
Belcher-Rolo-Chain-by-Foot?gp_product_id=9487,9487
17mm-Satellite-Chain-by-Foot-Available-in-Sterling-Silver-and-Gold-Filled,9488
17mm-Satellite-Chain-by-Foot?gp_product_id=9488,9488
17mm-Satellite-Chain-by-Foot?gp_product_id=9488?v=31,9488
17mm-Satellite-Chain-by-Foot?gp_product_id=9488&PageSpeed=noscript,9488
41mm-Long-Fancy-Short-Plain-Chain-by-Foot-Available-in-Sterling-Silver-and-Gold-Filled,9493
Twisted-Elongated-Oval-Link-Cable-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-and-14K-Gold?gp_product_id=9499,9499
Diamond-Shape-Cable-Chain-Available-in-Sterling-Silver-and-Gold-Filled,9510
chains-14/sterling-silver-chains-188/chains-14/link-chains-by-foot-129/gold-filled-chains-189/24689-gf-chain-gold-filled-55mm-diamond-shape-chain-9511?sort=pd.name&order=DESC&limit=100&gp_product_id=9511,9511
Thin-Elongated-Oval-Marquis-Link-Cable-Chain-Available-in-Sterling-Silver-and-Gold-Filled,9518
11-Large-Long-and-Short-Oval-Link-Cable-Chain-Available-in-Sterling-Silver-and-Gold-Filled,9520
chains-14/sterling-silver-chains-188/chains-14/link-chains-by-foot-129/gold-filled-chains-189/24699-gf-chain-gold-filled-14mm-oval-knurled-and-flat-cable-chain-9538?sort=pd.name&order=DESC&limit=100&gp_product_id=9538,9538
Elongated-Oval-Link-Cable-Chain-Available-in-Sterling-Silver-and-Gold-Filled,9543
11-Large-Long-Twisted-Oval-and-Short-Round-Link-Cable-Chain-Available-in-Sterling-Silver-and-Gold-Filled,9554
11-Long-Oval-and-Short-Round-Link-Chain-Available-in-Sterling-Silver-and-Gold-Filled,9555
11-Long-Oval-and-Short-Round-Link-Chain-Available-in-Sterling-Silver-and-Gold-Filled?gp_product_id=9556,9556
Thin-Round-Cable-Chain-by-Foot?gp_product_id=9561,9561
20mm-Elongated-Oval-Link-Cable-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-and-14K-Gold?gp_product_id=9703,9703
21mm-Oval-Link-Cable-Chain-by-Foot-44957?gp_product_id=9705?v=33,9705
19mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9711,9711
31-Long-Oval-and-Short-Round-Link-Chain-by-Foot?gp_product_id=9715?v=20,9715
27mm-Oval-Flat-Link-Cable-Chain-Available-in-Sterling-Silver,9732
31-Long-Oval-and-Short-Round-Link-Chain-by-Foot?gp_product_id=9739,9739
Belcher-Rolo-Chain-by-Foot?gp_product_id=9740,9740
Belcher-Rolo-Chain-by-Foot?gp_product_id=9741,9741
Belcher-Rolo-Chain-by-Foot?gp_product_id=9747,9747
59mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9748,9748
Belcher-Rolo-Chain-by-Foot?gp_product_id=9773,9773
Belcher-Rolo-Chain-by-Foot?gp_product_id=9781&PageSpeed=noscript,9781
Belcher-Rolo-Chain-by-Foot?gp_product_id=9792&PageSpeed=noscript,9792
Belcher-Rolo-Chain-by-Foot?gp_product_id=9793,9793
17mm-Satellite-Chain-by-Foot?gp_product_id=9794,9794
51mm-Belcher-Rolo-Chain-by-Foot?gp_product_id=9799?v=20&PageSpeed=noscript,9799
Thin-Round-Cable-Chain-by-Foot?gp_product_id=9818,9818
findings-jewelry-components-and-parts-3/chains-14/link-chains-by-foot-129/sterling-silver-chains-188/24795-925-sterling-silver-chain-6mm-knurl-oval-cable-chain-9840?sort=p.price&order=ASC&limit=50&gp_product_id=9840,9840
35318-sterling-silver-1mm-16-inch-ball-chain-9880,9880
35318-sterling-silver-1mm-16-inch-ball-chain-9880?v=31,9880
35318-sterling-silver-1mm-16-inch-ball-chain-9880?v=33,9880
13mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9926,9926
10mm-Oval-Link-Cable-Chain-by-Foot?gp_product_id=9927,9927
chains-14/18k-gold-chains-186/chains-14/link-chains-by-foot-129/14k-gold-chains-187/15807-14kw-white-gold-2mm-curb-chain-9932?sort=p.date_added&order=ASC&limit=100&gp_product_id=9932,9932
Curb-Link-Chain-by-Foot-Available-in-Sterling-Silver-Gold-Filled-14K-and-18K-Gold?gp_product_id=9943,9943
Belcher-Rolo-Chain-by-Foot?gp_product_id=9952,9952
10K-Yellow-Gold-Spring-Ring-Clasp-With-Closed-Jump-Ring?gp_product_id=9969,9969
14K-Yellow-Gold-Spring-Ring-Clasp-With-Closed-Jump-Ring?gp_product_id=10007,10007
Gold-Filled-Pear-Shaped-Trigger-Lobster-Clasp-with-Open-Jump-Ring?gp_product_id=10030,10030
Sterling-Silver-Spring-Ring-Clasp-With-Closed-Jump-Ring?gp_product_id=10121,10121
14K-White-Gold-Oval-Trigger-Lobster-Clasp-with-Open-Jump-Ring?gp_product_id=10160,10160
metal-beads-5/sterling-silver-beads-28/sterling-silver-beads-without-stones-116/29294-8mm-round-bead-with-13mm-hole-10228?sort=p.price&order=DESC&limit=25&gp_product_id=10228,10228
spring-ring-clasps-159/18753-37x15mm-large-spring-ring-10300?order=ASC&limit=75&gp_product_id=10300,10300
findings-jewelry-components-and-parts-3/clasps-sterling-silver-gold-filled-and-more-16/fish-hook-clasps-164/18088-6x125mm-fish-hook-clasp-10356?sort=rating&order=DESC&limit=50&gp_product_id=10356,10356
findings-jewelry-components-and-parts-3/clasps-sterling-silver-gold-filled-and-more-16/fish-hook-clasps-164/18272-6x12mm-fish-hook-clasp-crystal-10359?sort=rating&order=DESC&limit=50&gp_product_id=10359,10359
findings-jewelry-components-and-parts-3/clasps-sterling-silver-gold-filled-and-more-16/ball-and-bead-clasps-163/17210-10mm-ball-clasp-10364?sort=p.sort_order&order=ASC&limit=75&gp_product_id=10364,10364
Sterling-Silver-Smooth-Oval-Link-Cable-Chain,10551
findings-jewelry-components-and-parts-3/chains-14/link-chains-by-foot-129/sterling-silver-chains-188/17534-5mm-oval-cable-chain-10555?sort=p.model&order=ASC&limit=50&gp_product_id=10555,10555
findings-jewelry-components-and-parts-3/chains-14/link-chains-by-foot-129/sterling-silver-chains-188/17536-7mm-oval-cable-chain-10557?sort=p.model&order=ASC&limit=50&gp_product_id=10557,10557
Sterling-Silver-Smooth-Oval-Link-Cable-Chain?gp_product_id=10559,10559
findings-jewelry-components-and-parts-3/chains-14/link-chains-by-foot-129/sterling-silver-chains-188/17538-11mm-oval-cable-chain-10561?sort=p.model&order=ASC&limit=50&gp_product_id=10561,10561
Sterling-Silver-Smooth-Oval-Link-Cable-Chain?gp_product_id=10566,10566
Sterling-Silver-Thin-Oval-Rolo-Cable-Chain,10587
Sterling-Silver-Thin-Oval-Rolo-Cable-Chain?gp_product_id=10587,10587
Sterling-Silver-Thin-Oval-Rolo-Cable-Chain?gp_product_id=10587?v=20,10587
Sterling-Silver-Thin-Oval-Rolo-Cable-Chain?gp_product_id=10588,10588
Sterling-Silver-Thin-Oval-Rolo-Cable-Chain?gp_product_id=10589,10589
findings-jewelry-components-and-parts-3/chains-14/link-chains-by-foot-129/sterling-silver-chains-188/17555-27mm-oval-rolo-cable-chain-10590?sort=p.model&order=ASC&limit=50&gp_product_id=10590,10590
Sterling-Silver-Thin-Oval-Rolo-Cable-Chain?gp_product_id=10590,10590
findings-jewelry-components-and-parts-3/bead-caps-cones-and-tops-12/findings-jewelry-components-and-parts-3/jewelry-findings-parts-jump-rings-split-rings-19/jump-rings-190/36120-6x9mm-open-jump-ring-rhodium-plated-10642?sort=pd.name&order=DESC&limit=100&gp_product_id=10642,10642
findings-jewelry-components-and-parts-3/stringing-supplies-23/17316-clam-shell-10692?sort=p.date_added&order=ASC&limit=100&gp_product_id=10692,10692
Sterling-Silver-Clam-Shell-with-Hook?gp_product_id=10693,10693
Sterling-Silver-Click-Hoop-Earring-2mm-Thick?gp_product_id=10749,10749
Sterling-Silver-Click-Hoop-Earring-2mm-Thick?gp_product_id=10749&PageSpeed=noscript,10749
Sterling-Silver-Click-Hoop-Earring-2mm-Thick?gp_product_id=10753,10753
Sterling-Silver-Hollow-Flex-Hoop-Earring-2mm-Thick?gp_product_id=10769,10769
findings-jewelry-components-and-parts-3/clasps-sterling-silver-gold-filled-and-more-16/clasps-for-leather-and-cord-169/36084-15mm-leather-end-10792?sort=p.date_added&order=DESC&limit=100&gp_product_id=10792,10792
jump-rings-190/10077-35x63mm-open-jump-ring-10907?sort=p.sort_order&order=ASC&limit=100&gp_product_id=10907,10907
clasps-sterling-silver-gold-filled-and-more-16/box-clasps-166/9995-5mm-box-clasp-10940?sort=p.date_added&order=ASC&limit=100&gp_product_id=10940,10940
clasps-sterling-silver-gold-filled-and-more-16/box-clasps-166/9999-325mm-box-clasp-shell-10952?sort=p.date_added&order=ASC&limit=100&gp_product_id=10952,10952
jump-rings-190/36140-3x4x9mm-open-jump-ring-11005?sort=p.sort_order&order=ASC&limit=100&gp_product_id=11005,11005
jump-rings-190/jump-rings-190/36140-3x4x9mm-open-jump-ring-11005?sort=p.sort_order&order=ASC&limit=100&gp_product_id=11005,11005
findings-jewelry-components-and-parts-3/end-caps-and-bars-132/10169-35mm-soldered-flush-end-cap-11041?sort=p.price&order=ASC&limit=75&gp_product_id=11041,11041
findings-jewelry-components-and-parts-3/end-caps-and-bars-132/10171-5mm-soldered-flush-end-cap-11043?sort=p.price&order=ASC&limit=75&gp_product_id=11043,11043
jump-rings-190/jump-rings-190/36150-35x63mm-jump-ring-11050?sort=p.sort_order&order=ASC&limit=100&gp_product_id=11050,11050
Plain-Flat-Circle-Disc-Charms-with-Hole?gp_product_id=11135,11135
charms-15/charms-15/love-peace-and-heart-charms-154/29091-6mm-peace-charm-11162?order=DESC&limit=25&gp_product_id=11162,11162
Plain-Flat-Circle-Disc-Charms-with-Hole?gp_product_id=11169,11169
findings-jewelry-components-and-parts-3/charms-15/flowers-and-wildlife-charms-and-pendants-153/29090-9x21mm-leaf-charm-11182?sort=p.model&order=ASC&limit=50&gp_product_id=11182,11182
Cross-Charms-with-Outline?gp_product_id=11203?v=31,11203
Flat-Plain-Round-Disc-Charms?gp_product_id=11240,11240
Plain-Flat-Circle-Disc-Charms-with-Hole?gp_product_id=11253,11253
findings-jewelry-components-and-parts-3/bead-caps-cones-and-tops-12/findings-jewelry-components-and-parts-3/charms-15/love-peace-and-heart-charms-154/29165-11mm-peace-charm-11255?sort=pd.name&order=DESC&limit=75&gp_product_id=11255,11255
findings-jewelry-components-and-parts-3/bead-caps-cones-and-tops-12/findings-jewelry-components-and-parts-3/charms-15/love-peace-and-heart-charms-154/29160-6mm-peace-charm-11283?sort=pd.name&order=DESC&limit=75&gp_product_id=11283,11283
Flat-Plain-Round-Disc-Charms?gp_product_id=11300,11300
Flat-Plain-Round-Disc-Charms?gp_product_id=11301,11301
Plain-Flat-Circle-Disc-Charms-with-Hole?gp_product_id=11313,11313
Sterling-Silver-Pear-Shaped-Swivel-Trigger-Lobster-Clasp?gp_product_id=11327,11327
Sterling-Silver-Pear-Shaped-Swivel-Trigger-Lobster-Clasp?gp_product_id=11329,11329
Sterling-Silver-Pear-Shaped-Swivel-Trigger-Lobster-Clasp?gp_product_id=11330,11330
38958-15x6mm-rectangle-clasp-11338,11338
Sterling-Silver-Pear-Shaped-Swivel-Trigger-Lobster-Clasp?gp_product_id=11349,11349
metal-beads-5/gold-filled-beads-29/34002-7mm-bead-round-plain-11364?sort=pd.name&order=DESC&limit=75&gp_product_id=11364,11364
14K-Gold-Faceted-Round-Mirror-Bead-Heavy-Weight?gp_product_id=11457,11457
14K-Gold-Faceted-Round-Mirror-Bead-Heavy-Weight?gp_product_id=11484,11484
14K-Gold-Faceted-Round-Mirror-Bead-Heavy-Weight?gp_product_id=11487,11487
high-karat-solid-gold-beads-135/high-karat-solid-gold-beads-135/14k-gold-beads-31/14k-gold-beads-without-stones-117/39259-3mm-14k-roundel-stardust-11554?sort=p.price&order=DESC&limit=50&gp_product_id=11554,11554
metal-beads-5/high-karat-solid-gold-beads-135/14k-gold-beads-31/14k-gold-beads-without-stones-117/39276-4mm-14k-stardust-bead-11587?sort=pd.name&order=DESC&limit=25&gp_product_id=11587,11587
high-karat-solid-gold-beads-135/high-karat-solid-gold-beads-135/14k-gold-beads-31/14k-gold-beads-without-stones-117/39285-26mm-14k-faceted-bead-round-11597?sort=p.price&order=ASC&limit=50&gp_product_id=11597,11597
14K-Gold-Faceted-Round-Mirror-Bead-Heavy-Weight?gp_product_id=11620,11620
14K-Gold-Faceted-Round-Mirror-Bead-Heavy-Weight?gp_product_id=11621,11621
findings-jewelry-components-and-parts-3/bead-caps-cones-and-tops-12/39480-6mm-20k-cap-11685?sort=p.model&order=DESC&limit=75&gp_product_id=11685,11685
20k-gold-beads-33/39494-35mm-20k-bead-11693?order=DESC&limit=100&gp_product_id=11693,11693
20k-gold-beads-33/39494-35mm-20k-bead-11693?order=DESC&limit=50&gp_product_id=11693,11693
High-Karat-Bali-Style-Handmade-Tube-Spacer-Bead-Available-in-14K-18K-and-20K-Solid-Gold?gp_product_id=11700,11700
High-Karat-Bali-Style-Handmade-Tube-Spacer-Bead-Available-in-14K-18K-and-20K-Solid-Gold?gp_product_id=11727,11727
high-karat-solid-gold-beads-135/high-karat-solid-gold-beads-135/14k-gold-beads-31/14k-gold-beads-without-stones-117/39412-5mm-14k-bead-11800?sort=p.price&order=DESC&limit=25&gp_product_id=11800,11800
Oxidized-Sterling-Silver-Pave-Diamond-Long-Thin-Crescent-Moon-Pendant-Charm-Single-Sided-Diamonds?gp_product_id=12125,12125
34297-14x12mm-sterling-silver-eye-charm-diamond-018ct-12140,12140
Cable-Chain-Threader-Earwire?gp_product_id=12936,12936
findings-jewelry-components-and-parts-3/stringing-supplies-23/27927-2x2mm-gold-filled-crimp-tube-bead-14mm-id-13022?sort=p.date_added&order=DESC&limit=75&gp_product_id=13022,13022
Gold-Filled-Crimp-Tube-Beads?gp_product_id=13022,13022
findings-jewelry-components-and-parts-3/stringing-supplies-23/29315-08mm-gold-filled-20ga-cable-thimble-0031-hole-13046?sort=p.date_added&order=ASC&limit=100&gp_product_id=13046,13046
jump-rings-190/jump-rings-190/17966-36x75mm-21g-open-jumpring-075mm-gold-filled-thick-13064?sort=p.sort_order&order=ASC&limit=100&gp_product_id=13064,13064
U-Threader-Box-Chain-Earwire-Single-Side-Chain?gp_product_id=13140,13140
4554-6mm-platinum-alpha-system-earring-back-13182,13182
4554-6mm-platinum-alpha-system-earring-back-13182?v=20,13182
4554-6mm-platinum-alpha-system-earring-back-13182?v=30,13182
4554-6mm-platinum-alpha-system-earring-back-13182?v=33,13182
Sterling-Silver-Crimp-Tube-Beads?gp_product_id=13200,13200
Sterling-Silver-Crimp-Tube-Beads?gp_product_id=13213,13213
jump-rings-190/4708-33x65mm-sterling-silver-jump-ring-13267?sort=p.sort_order&order=ASC&limit=100&gp_product_id=13267,13267
U-Threader-Box-Chain-Earwire-Double-Side-Chain?gp_product_id=13297,13297
38978-14k-tulip-leverback-earring-light-weight-13391?v=31,13391
38978-14k-tulip-leverback-earring-light-weight-13391?v=33,13391
38978-14k-tulip-leverback-earring-light-weight-13391?v=33&PageSpeed=noscript,13391
African-Turquoise-Smooth-Round-Beads?gp_product_id=25095,25095
12mm-faceted-moonstone-25648?gp_product_id=25648,25648
Grey-Moonstone-Faceted-Round-Beads?gp_product_id=25648,25648
precious-and-semi-precious-gemstone-beads-6/gemstone-beads-moonstone-76/12mm-faceted-moonstone-25648?gp_product_id=25648,25648
12mm-faceted-moonstone-25648?gp_product_id=25648?v=20,25648
Grey-Moonstone-Faceted-Round-Beads?gp_product_id=25648?v=31&PageSpeed=noscript,25648
12mm-faceted-moonstone-25648?gp_product_id=25648?v=35,25648
8mm-button-faceted-moonstone-25669,25669
8mm-button-faceted-moonstone-25669?v=31,25669
6mm-faceted-peach-moonstone-27211?gp_product_id=27211?v=31,27211
Peach-Moonstone-Faceted-Round-Beads?gp_product_id=27211?v=35,27211
8mm-faceted-peach-moonstone-27212?gp_product_id=27212,27212
Peach-Moonstone-Faceted-Round-Beads?gp_product_id=27212,27212
precious-and-semi-precious-gemstone-beads-6/gemstone-beads-moonstone-76/8mm-faceted-peach-moonstone-27212?limit=25&gp_product_id=27212,27212
10mm-faceted-peach-moonstone-27213?gp_product_id=27213,27213
Peach-Moonstone-Faceted-Round-Beads?gp_product_id=27213,27213
precious-and-semi-precious-gemstone-beads-6/gemstone-beads-moonstone-76/10mm-faceted-peach-moonstone-27213?gp_product_id=27213,27213
precious-and-semi-precious-gemstone-beads-6/gemstone-beads-moonstone-76/10mm-faceted-peach-moonstone-27213?limit=25&gp_product_id=27213,27213
10mm-faceted-peach-moonstone-27213?gp_product_id=27213?v=20,27213
10mm-faceted-peach-moonstone-27213?gp_product_id=27213?v=33,27213
10mm-faceted-peach-moonstone-27213?gp_product_id=27213?v=34,27213
Peach-Moonstone-Faceted-Round-Beads?gp_product_id=27213?v=34,27213
10mm-faceted-peach-moonstone-27213?gp_product_id=27213?v=35,27213
10mm-faceted-peach-moonstone-27213?gp_product_id=27213?v=37,27213
Peach-Moonstone-Faceted-Round-Beads?gp_product_id=27214,27214
precious-and-semi-precious-gemstone-beads-6/gemstone-beads-moonstone-76/12mm-faceted-peach-moonstone-27214?gp_product_id=27214,27214
